,chords
131396,"['Emin', 'B7', 'Emin', 'D', 'Amin', 'B7', 'Emin', 'B7', 'Emin', 'D', 'Amin', 'G', 'D', 'Emin', 'B7', 'Emin', 'B7', 'Amin', 'B7', 'Emin', 'Emin7', 'Emin', 'Emin', 'Cmaj7', 'B7', 'Emin', 'B7', 'D', 'Amin', 'B7', 'Emin', 'B7', 'Emin', 'D', 'Amin', 'G', 'D', 'Emin', 'B7', 'Emin', 'B7', 'Amin', 'B7', 'Emin', 'Emin7', 'Emin', 'Emin', 'Cmaj7', 'B7', 'Emin', 'B7', 'Emin', 'D', 'Amin', 'B7', 'Emin', 'B7', 'Emin', 'D', 'Amin', 'G', 'D', 'Emin', 'B7', 'Emin', 'B7', 'Amin', 'B7', 'Emin', 'Emin7', 'Emin', 'Emin', 'Cmaj7', 'B7', 'Emin', 'B7', 'Emin', 'D', 'Amin', 'B7', 'Emin', 'B7', 'Emin', 'D', 'Amin', 'G', 'D', 'Emin', 'B7', 'Emin', 'B7', 'Amin', 'B7', 'Emin', 'Emin7', 'Emin', 'Emin', 'Cmaj7', 'B7', 'Emin']"
131441,"['C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'G', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'F', 'G', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'G', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'C', 'F', 'C', 'Dmin', 'Amin', 'Cadd9', 'G', 'Dmin', 'Amin', 'Cadd9', 'G', 'Dmin', 'Amin', 'Cadd9', 'G', 'Dmin', 'Amin', 'Cadd9', 'G', 'C', 'F', 'G', 'Emin', 'C', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C']"
131902,"['G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G']"
133298,"['Fs', 'B', 'Fs', 'B', 'Fs', 'B', 'Fs', 'B', 'Fs', 'B', 'Cs', 'Fs']"
147168,"['C', 'F', 'Amin', 'F', 'C', 'F', 'Amin', 'G', 'F', 'G', 'Amin', 'C', 'F', 'G', 'Amin', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'Dmin', 'F', 'G', 'C', 'Dmin', 'F', 'G', 'C', 'Dmin', 'F', 'G', 'Dmin', 'G', 'Dmin', 'C', 'F', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'G', 'D']"
154551,"['C', 'Amin', 'G', 'F', 'G', 'C', 'Amin', 'Gsus4', 'F', 'Gsus4', 'G', 'C', 'Amin', 'Gsus4', 'F', 'Gsus4', 'G', 'C', 'Amin', 'Gsus4', 'F', 'Gsus4', 'G', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'F', 'G', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F']"
162894,"['G', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'A', 'C', 'G', 'D', 'A', 'Amin', 'C', 'G', 'C', 'D', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'D', 'D7', 'G', 'Emin', 'C', 'D', 'Emin', 'G', 'D', 'C', 'G', 'C', 'D', 'G', 'C', 'D', 'G', 'C', 'D', 'G', 'C', 'D', 'G', 'C', 'G', 'C', 'F', 'C', 'Amin', 'G', 'F', 'C', 'G', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'Amin', 'F', 'C', 'G', 'C', 'G', 'Amin', 'G', 'Amin', 'F', 'C', 'G', 'C']"
185352,"['C', 'Emin', 'F', 'C', 'Fmin', 'Emin', 'Amin', 'Dsus2', 'Gadd13', 'C', 'Emin', 'F', 'C', 'Fmin', 'Emin', 'Amin', 'Dsus2', 'Gadd13', 'C', 'C7', 'F', 'Dsus2', 'Gadd13', 'F', 'C', 'Emin', 'F', 'C', 'Fmin', 'Emin', 'Amin', 'Dsus2', 'Gadd13', 'C', 'C7', 'F', 'Dsus2', 'Gadd13', 'F', 'C', 'Emin', 'F', 'C', 'Fmin', 'Emin', 'Amin', 'Dsus2', 'Gadd13', 'C']"
189623,"['G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'C', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'C', 'G']"
190125,"['C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F']"
199645,"['G', 'D', 'Emin', 'F', 'C', 'G', 'Amin', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'Emin', 'F', 'C', 'Gmin', 'Amin', 'D', 'G', 'D', 'Emin', 'G', 'C', 'G', 'Amin', 'D', 'G', 'F', 'C', 'Amin', 'D', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'C', 'G', 'Emin', 'C', 'G']"
210028,"['Bmin', 'A', 'G', 'A', 'Bmin', 'A', 'G', 'A', 'Bmin', 'A', 'G', 'A', 'G', 'Bmin', 'A', 'G', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'A', 'Bmin', 'A', 'G', 'A', 'G', 'Bmin', 'A', 'G', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A']"
210033,"['Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G']"
212326,"['D', 'A', 'G', 'D', 'A', 'G', 'D', 'G', 'D', 'E', 'D', 'G', 'D', 'E', 'D', 'G', 'D', 'E', 'D', 'A', 'G', 'D', 'G', 'D', 'E', 'Bmin', 'G', 'D', 'E', 'Bmin', 'G', 'D', 'E', 'Bmin', 'D', 'A', 'G', 'D', 'G', 'D', 'E', 'D', 'G', 'D', 'E', 'D', 'G', 'D', 'E', 'D', 'A', 'G', 'D', 'A', 'G', 'D']"
219681,"['D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D']"
224774,"['D', 'Bmin', 'G', 'A7sus4', 'A', 'D', 'Bmin', 'G', 'A', 'G', 'A', 'D', 'Bmin', 'Emin', 'G', 'D', 'Bmin', 'Emin', 'G', 'D', 'Bmin', 'G', 'A7sus4', 'A', 'D', 'Bmin', 'G', 'A', 'G', 'D', 'Bmin', 'Emin', 'G', 'D', 'Bmin', 'Emin', 'G', 'D', 'Bmin', 'Emin', 'G', 'D', 'Bmin', 'Emin', 'G', 'D']"
225659,"['C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C']"
232845,"['G', 'C', 'Emin', 'D', 'C', 'G', 'C', 'Emin', 'D', 'C', 'G', 'C', 'Emin', 'D', 'C', 'Emin', 'C', 'Emin', 'D', 'C', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'Emin', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'Emin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'Emin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F']"
244697,"['C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'D', 'Emin', 'C', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'C', 'D', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'C', 'D']"
256613,"['A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B', 'A', 'E', 'B']"
257197,"['D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Emin', 'G', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Emin', 'G', 'Bmin', 'G', 'Bmin', 'G', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'D', 'Bmin', 'G', 'D']"
260765,"['Bmin', 'G', 'D', 'Bmin', 'G', 'D', 'Bmin', 'G', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'A', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'A', 'Emin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'G', 'D', 'D', 'Bmin', 'A', 'Emin', 'G', 'D', 'D', 'Bmin', 'G', 'D']"
