,chords
525794,"['G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Cadd9', 'Emin7', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9']"
536977,"['F', 'Bb', 'Dmin', 'Bb', 'C', 'Dmin', 'Bb', 'C', 'Bb', 'C', 'F', 'C', 'Dmin', 'Bb', 'Dmin', 'C', 'F', 'C', 'Dmin', 'Bb', 'Dmin', 'C', 'F', 'Bb', 'Dmin', 'Bb', 'C', 'Dmin', 'Bb', 'C', 'Bb', 'C', 'Dmin', 'Bb', 'F', 'C', 'Dmin', 'Bb', 'F', 'C', 'F', 'Bb', 'Dmin', 'Bb', 'C', 'Dmin', 'Bb', 'C', 'Bb', 'C', 'F', 'C', 'Dmin', 'Bb', 'F', 'C', 'Dmin', 'Bb', 'C', 'Bb', 'C', 'F']"
554504,"['D', 'C', 'G', 'D', 'C', 'G', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'C', 'G', 'C', 'G', 'D', 'C', 'G', 'C', 'G', 'C', 'G']"
555859,"['G', 'Asus4', 'Cadd9', 'Dsus4', 'Emin7', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'Emin7', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'D', 'G', 'Asus4', 'Cadd9', 'D', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'Emin7', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'D', 'G', 'Asus4', 'Cadd9', 'D', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'Emin7', 'Asus2', 'Cadd9', 'G', 'Dsus4', 'Emin7', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4', 'G', 'Asus2', 'Cadd9', 'Dsus4']"
556240,"['G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'F', 'Dsus4', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'F', 'Dsus4', 'F', 'Dsus4', 'F', 'Dsus4', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'F', 'Dsus4', 'F', 'Dsus4', 'F', 'Dsus4', 'G', 'Emin', 'C', 'F', 'Dsus4', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'F', 'Dsus4', 'F', 'Dsus4', 'F', 'Dsus4', 'F', 'Dsus4', 'F', 'Dsus4', 'G']"
565047,"['Emin', 'A', 'G', 'D', 'Emin', 'A', 'G', 'D', 'Emin', 'A', 'G', 'D', 'Emin', 'A', 'G', 'D', 'Emin', 'A', 'G', 'D', 'Emin', 'A', 'G', 'D', 'Bmin', 'D', 'A', 'G', 'Bmin', 'D', 'A', 'Bmin', 'D', 'A', 'G', 'Fs', 'B', 'Emin', 'A', 'G', 'D', 'Emin', 'A', 'G', 'D', 'Emin', 'A', 'G', 'D']"
571871,"['G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'F', 'C', 'D', 'G', 'F', 'C', 'D', 'G', 'F', 'C', 'D', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'F', 'C', 'D', 'G', 'F', 'C', 'D']"
574647,"['D', 'A', 'Bmin', 'G', 'Emin', 'D', 'C', 'A', 'G', 'Bmin', 'Amin', 'G', 'F', 'Emin', 'Dmin', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'G', 'D', 'G', 'D', 'Emin', 'D', 'Emin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'G', 'D', 'A', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'G']"
577336,"['G', 'Emin', 'Amin', 'D', 'C', 'G', 'F', 'D', 'C', 'Emin', 'C', 'G', 'Emin', 'D', 'G', 'Emin', 'G', 'A', 'G', 'C', 'G', 'Amin', 'D', 'G', 'Emin', 'F', 'G', 'D']"
577576,"['Amin', 'C', 'Amin', 'C', 'G', 'D', 'G', 'D', 'Emin', 'A', 'Emin', 'A', 'C', 'Emin', 'G', 'Emin', 'Amin', 'Emin', 'C', 'A', 'D', 'G', 'Amin', 'G', 'Amin', 'C', 'Amin', 'C', 'Emin', 'E', 'Amin', 'Emin', 'A', 'Emin', 'G', 'Amin', 'C', 'Emin', 'A', 'C', 'A', 'C', 'G', 'A', 'Amin', 'E', 'G', 'Emin', 'Amin', 'Emin', 'C', 'A', 'D', 'G', 'Amin', 'G', 'Amin', 'C', 'Amin', 'C', 'Emin', 'E', 'Amin', 'C', 'Emin', 'E']"
580704,"['D', 'A', 'Emin', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'Emin', 'G', 'Emin', 'G', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'Emin', 'G', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'Emin', 'G', 'Emin', 'G', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'Emin', 'G', 'A', 'Bmin', 'D', 'G', 'D', 'Bmin', 'D', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin']"
606508,"['G', 'Cadd9', 'Emin7', 'Cadd9', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'D', 'C', 'D', 'G', 'D', 'Emin7', 'D', 'G', 'D', 'C', 'D', 'G', 'C', 'Emin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'D', 'C', 'D', 'G', 'D', 'Emin7', 'D', 'G', 'D', 'C', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'C', 'G', 'D', 'Emin7', 'G', 'D', 'C', 'D', 'G', 'C', 'Emin', 'C', 'G', 'D', 'Amin', 'C']"
606509,"['D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A', 'D', 'Bmin', 'Emin', 'A']"
606513,"['D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'E', 'A', 'D', 'E', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'E', 'A', 'D', 'E', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'A', 'D']"
607837,"['Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'F', 'Amin', 'F', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'F', 'Amin', 'F', 'G', 'F', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'F', 'Amin', 'F', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G']"
607845,"['G', 'C', 'Emin', 'D', 'C', 'G', 'C', 'Emin', 'D', 'C', 'G', 'C', 'Emin', 'D', 'C', 'Emin', 'C', 'Emin', 'D', 'C', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'D', 'C', 'G', 'C', 'Emin', 'D', 'C', 'Emin', 'C', 'Emin', 'D', 'C', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'D', 'C', 'G', 'C', 'Emin', 'D', 'C', 'D', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'D', 'G', 'C', 'Emin', 'C', 'G']"
607848,"['G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'D', 'C', 'Emin', 'Amin', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G']"
609023,"['F', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'F', 'C', 'G', 'C', 'F', 'Amin', 'F', 'C', 'Amin', 'F', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Amin', 'C', 'Amin', 'G', 'F', 'C', 'Amin', 'C', 'Amin', 'G']"
609697,"['D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'Emin', 'D', 'G', 'D', 'G', 'Emin', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'Emin', 'D', 'G']"
611784,"['C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'F', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'F', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'F', 'C', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C']"
611785,"['G', 'Bmin', 'A', 'Emin', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'Emin', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'Emin', 'G', 'Bmin', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Bmin', 'A', 'Emin', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'Emin', 'G', 'Bmin', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin']"
622389,"['C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'Emin', 'Amin', 'G', 'Emin', 'Amin', 'G', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F']"
622390,"['F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'C', 'G', 'C', 'C', 'F', 'Amin', 'C', 'G', 'C', 'G', 'C', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'C', 'G', 'C', 'C', 'F', 'Amin', 'C', 'G', 'C', 'G', 'F', 'Amin', 'C', 'G', 'C', 'G', 'F', 'Amin', 'C', 'G', 'C', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G', 'F', 'Amin', 'C', 'G', 'C', 'C', 'F', 'Amin', 'C', 'G', 'C', 'G', 'C', 'F', 'Amin', 'G', 'C', 'C', 'F', 'Amin', 'G']"
622391,"['Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'C', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'C', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'D', 'C', 'Amin', 'D', 'Emin', 'G', 'D', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D', 'Emin', 'G', 'C', 'Amin', 'D']"
622394,"['Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin', 'G', 'Emin', 'Bmin', 'G', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin', 'G', 'Emin', 'Bmin', 'G', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin', 'G', 'Asus2', 'Emin', 'Bmin', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Bmin7', 'G', 'Asus2', 'Emin', 'Emin', 'Bmin7', 'G', 'Asus2', 'Bmin']"
622396,"['C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'Gmin', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D']"
622397,"['D', 'G', 'D', 'G', 'Emin', 'A', 'Emin', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'G', 'D', 'G', 'Emin', 'A', 'Emin', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin7', 'G', 'A', 'D', 'Bmin7', 'G', 'A', 'D', 'Bmin7', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D']"
627101,"['C', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'C']"
627339,"['C', 'Dmin', 'F', 'C', 'Dmin', 'F', 'C', 'Dmin', 'F', 'C', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'Dmin', 'F', 'C', 'Dmin', 'F', 'C', 'Dmin', 'F', 'C', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G']"
627340,"['D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'A', 'Bmin', 'A', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E', 'A', 'B', 'E']"
627341,"['G', 'C', 'G', 'C', 'G', 'C', 'D', 'Emin', 'D', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'D', 'Emin', 'D', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'G', 'D', 'Amin', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C']"
627343,"['F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'C', 'Dmin', 'Bb', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'C', 'Dmin', 'Bb', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'Bb', 'Dmin', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C', 'F', 'F', 'Bb', 'C']"
627344,"['F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin']"
627345,"['C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F']"
627346,"['Bb', 'Gmin', 'Bb', 'Gmin', 'Bb', 'Gmin', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Gmin', 'Bb', 'Gmin', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Eb', 'Bb', 'Eb', 'Bb', 'Dmin', 'Eb', 'F', 'Bb', 'Dmin', 'Eb', 'F', 'Eb', 'F', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Gmin', 'Eb', 'F', 'Bb', 'Eb', 'Bb', 'Eb', 'Bb', 'Eb', 'Bb', 'Eb']"
